CASEID,acu3c,aprcu3c,asepcu3c,cu3rnkc,cu3_190,nsepevr,totclwc,agec,agedc,agegr10,agegr5,chh0014c,chrinhdc,chrtime6,famtype,hsdsizec,livarr12,marstat,multigen,prtypec,sex,sexpr,gu_110,gu_120,gu_130c,gu_150c,gu_170,gu_180,gu_190,gu_210,aclma1c,adivma1c,adthma1c,agema1c,aprma1c,asepma1c,ma1rnkc,ma1_150,ma1_165,ma1_170,ma1_220,ma1_230,wevermar,apardivc,aparsepc,achb1c,achdmpl,achd_1c,achj1c,chddecc,chdinftc,chdinptc,chdoutc,hhdchd1,hhdsta1,rci10_1,rci65_1,totchdc
   93,99.6,99.6,99.6,96,6,0,0,35,35.2,3, 5,0,0,1,6,1, 1, 6,2,0,1,0,1,1,6,6,2,6,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,2,29,29,99.6,96,996,99.6,6,6,6,6,6,6,6,6, 0
   94,99.6,99.6,99.6,96,6,0,0,80,80.0,7,14,0,0,1,1,2, 2, 1,2,1,1,2,1,1,6,6,2,6,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,6,96,96,31.1,96, 54,99.6,0,0,0,2,2,3,1,6, 2
   95,99.6,99.6,99.6,96,6,0,0,73,73.3,6,12,0,0,1,1,2, 2, 1,2,1,2,1,1,2,6,6,2,6,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,6, 4, 4,23.1,96, 50,99.6,0,0,0,4,2,3,1,6, 4
   96,99.6,99.6,99.6,96,6,0,0,80,80.0,7,14,0,0,1,1,2, 2, 1,2,1,1,2,1,1,6,6,2,6,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,6,96,96,29.8,96, 52,99.6,0,0,0,2,2,3,2,6, 2
   97,99.6,99.6,99.6,96,6,0,0,72,72.3,6,12,0,0,1,6,1, 1, 3,2,0,2,0,1,2,6,6,2,6,1,1,99.6,99.6,57.5,21.0,25.7,99.6, 1,6,1,3,6,2,4, 6, 6,21.9,96,995,99.6,1,0,0,0,3,4,1,6, 1
   98,99.6,99.6,99.6,96,6,1,0,56,56.3,5, 9,0,0,1,6,1, 1, 5,2,0,2,0,1,1,6,6,2,6,1,1,99.6,25.5,99.6,19.5,20.7,24.5, 1,6,1,1,6,2,4,96,96,19.3,96, 37,99.6,0,0,0,1,2,3,2,6, 1
   99,99.6,99.6,99.6,96,6,0,0,64,64.9,5,10,0,0,1,5,2,11, 6,2,0,2,0,1,2,6,6,2,6,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,4,96,96,99.6,96,996,99.6,6,6,6,6,6,6,6,6, 0
  100,99.6,99.6,99.6,96,6,0,0,29,29.8,2, 3,0,0,1,6,1, 1, 6,2,0,1,0,1,1,6,6,2,6,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,2,96,96,99.6,96,996,99.6,6,6,6,6,6,6,6,6, 0
  101,99.6,99.6,99.6,96,6,0,0,70,71.0,6,12,0,0,1,1,2, 2, 1,2,1,1,2,1,1,6,6,2,6,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,6,96,96,24.8,96, 46,99.6,0,0,0,2,2,3,1,6, 2
  102,99.6,99.6,99.6,96,6,1,0,32,33.0,2, 4,2,2,3,4,4, 3, 1,2,1,2,1,1,1,6,6,2,6,1,1,99.6,28.5,99.6,20.8,22.2,99.7, 1,2,1,1,1,6,6,96,96,21.6,96, 11,99.6,0,2,0,0,1,1,1,6, 2
  103,99.6,99.6,99.6,96,6,0,1,25,25.3,2, 3,0,0,1,1,2, 2, 2,2,2,1,2,1,1,6,6,1,1,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,6,11,10,99.6,96,996,99.6,6,6,6,6,6,6,6,6, 0
  104,99.6,99.6,99.6,96,6,1,0,63,63.4,5,10,0,0,1,1,2, 2, 1,2,1,1,2,1,2,6,6,2,6,1,1,99.6,52.5,99.6,18.5,21.5,50.5,98,6,1,1,1,6,6,96,96,23.4,96, 40,99.6,0,0,0,2,2,3,2,6, 2
  105,99.6,99.6,99.6,96,6,0,0,78,79.0,7,13,0,0,1,6,1, 1, 3,2,0,1,0,1,1,6,6,2,6,1,1,99.6,99.6,64.7,24.9,20.7,99.6, 1,6,1,3,6,2,6,96,96,26.3,96, 53,99.6,0,0,0,4,2,3,1,6, 4
  106,99.6,99.6,99.6,96,6,1,0,43,43.3,3, 6,1,1,2,2,3, 3, 1,2,1,1,2,1,1,6,6,2,6,1,1,99.6,25.5,99.6,23.5,18.5,24.5, 1,6,2,1,1,6,6,96,96,42.7, 1,  1,99.6,0,1,0,0,1,1,2,6, 1
  107,99.6,99.6,99.6,96,6,0,0,57,57.3,5, 9,0,2,1,2,4, 4, 1,2,1,2,1,1,1,6,6,2,6,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,6,96,96,28.0,96, 29,99.6,0,2,0,1,2,3,1,6, 3
  108,99.6,99.6,99.6,96,6,0,0,45,45.3,4, 7,0,0,1,6,1, 1, 6,2,0,2,0,1,1,6,6,2,6,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,2,96,96,99.6,96,996,99.6,6,6,6,6,6,6,6,6, 0
  109,99.6,99.6,99.6,96,6,0,0,55,55.8,5, 9,1,1,3,2,3, 3, 1,2,1,1,2,1,1,6,6,2,6,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,6,96,96,45.0,96, 10,99.6,0,1,0,0,1,1,2,6, 1
  110,99.6,99.6,99.6,96,6,0,0,24,24.2,1, 2,0,0,1,6,1, 1, 1,2,0,2,0,1,1,6,6,2,6,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,6,96,96,99.6,96,996,99.6,6,6,6,6,6,6,6,6, 0
  111,99.6,99.6,99.6,96,6,0,0,47,47.7,4, 7,0,0,1,1,2, 2, 1,2,1,1,2,1,1,6,6,2,6,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,6,33,32,99.6,96,996,99.6,6,6,6,6,6,6,6,6, 0
  112,99.6,99.6,99.6,96,6,0,0,41,41.4,3, 6,2,2,5,2,4, 3, 1,2,1,2,1,1,1,6,6,2,6,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,6,96,96,35.8, 2,  6,99.6,0,2,0,0,1,1,2,6, 2
  113,99.6,99.6,99.6,96,6,1,0,64,64.3,5,10,0,0,1,6,1, 1, 3,2,0,2,0,1,1,6,6,2,6,1,1,99.6,99.7,99.6,21.4,20.4,99.7, 1,6,1,1,6,1,4,96,96,24.1,96, 40,99.6,0,0,0,1,2,3,1,6, 1
  114,99.6,99.6,99.6,96,6,0,0,80,80.0,7,14,0,0,1,6,1, 1, 3,2,0,2,0,1,1,6,6,2,6,1,1,99.6,99.6,77.5,19.5,25.5,99.6, 1,6,1,3,6,2,4,96,96,32.5,96, 54,99.6,0,0,0,2,2,3,2,6, 2
  115,99.6,99.6,99.6,96,6,0,0,29,29.3,2, 3,0,0,1,1,2, 2, 1,2,1,2,1,1,1,6,6,2,6,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,6,96,96,99.6,96,996,99.6,6,6,6,6,6,6,6,6, 0
  116,99.6,99.6,99.6,96,6,0,0,79,79.1,7,13,0,0,1,1,2, 2, 1,2,1,1,2,1,1,6,6,2,6,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,6,96,96,35.6,96, 43,99.6,0,0,0,2,2,3,2,6, 2
  117,99.6,99.6,99.6,96,6,1,0,59,59.3,5, 9,0,0,1,1,2, 2, 1,2,1,1,2,3,6,2,2,2,6,6,2,99.6,24.5,99.6,20.0,17.5,23.5, 1,6,1,1,1,6,6,96,96,99.6,96, 35,29.5,0,0,0,4,2,3,1,6, 4
  118,99.6,99.6,99.6,96,6,1,1,47,47.3,4, 7,3,4,6,4,6, 3, 2,2,2,1,2,1,1,6,6,2,6,1,1,31.0,42.2,99.6,33.2,25.9,41.9, 1,1,1,1,6,2,6,96,96,38.7,96,  9,99.6,0,2,2,0,2,2,1,1, 4
  119,99.6,99.6,99.6,96,6,0,0,35,35.9,3, 5,3,3,5,5,4,12, 5,2,0,2,0,1,2,6,6,2,6,1,1,27.5,99.7,99.6,27.5,32.7,99.7, 1,1,1,1,6,2,3,13,11,18.0, 3, 21,99.6,0,3,0,2,2,3,1,6, 7
  120,99.6,99.6,99.6,96,6,0,0,22,22.5,1, 2,0,0,1,6,1, 1, 6,2,0,1,0,1,1,6,6,2,6,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,6,96,96,99.6,96,996,99.6,6,6,6,6,6,6,6,6, 0
  121,99.6,99.6,99.6,96,6,0,0,53,53.8,4, 8,0,1,1,2,3, 3, 1,2,1,2,1,3,6,1,6,2,6,6,2,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,6,96,96,32.7,96, 21,99.6,0,1,0,0,1,1,2,6, 1
  122,99.6,99.6,99.6,96,6,0,0,51,51.4,4, 8,1,1,4,2,3, 3, 1,2,1,2,1,1,1,6,6,2,6,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,6,96,96,37.2,96, 14,99.6,0,1,0,0,1,1,1,6, 1
  123,99.6,99.6,99.6,96,6,0,0,45,45.0,4, 7,1,1,3,2,3, 3, 1,2,1,1,2,1,1,6,6,2,6,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,6,96,96,34.5,96, 10,99.6,0,1,0,0,1,1,2,6, 1
  124,99.6,99.6,99.6,96,6,1,0,72,72.1,6,12,0,0,1,6,1, 1, 5,2,0,2,0,1,2,6,6,2,6,1,1,99.6,41.5,99.6,23.6,30.2,40.5, 1,6,1,1,6,2,4,96,96,34.3,96, 38,99.6,0,0,0,2,2,3,1,6, 2
  125,99.6,99.6,99.6,96,6,0,1,72,73.0,6,12,0,0,1,1,2, 2, 2,2,2,2,1,1,1,6,6,2,6,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,6,96,96,99.6,96,996,99.6,6,6,6,6,6,6,6,6, 0
  126,99.6,99.6,99.6,96,6,0,0,70,70.8,6,12,0,1,4,2,3, 3, 1,2,1,1,2,1,1,6,6,2,6,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,6,96,96,18.0,96, 54,99.6,0,1,0,3,4,5,2,6, 5
  127,99.6,99.6,99.6,96,6,0,0,63,63.8,5,10,0,0,1,6,1, 1, 6,2,0,1,0,1,1,6,6,2,6,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,3,96,96,99.6,96,996,99.6,6,6,6,6,6,6,6,6, 0
  128,99.6,99.6,99.6,96,6,0,0,46,46.8,4, 7,3,4,5,3,6, 3, 1,2,1,1,2,3,6,1,6,2,6,6,2,99.6,99.6,40.0,26.3,99.7,99.6, 1,6,1,3,1,6,6,96,96,26.3, 0, 20,99.6,0,4,0,0,1,1,2,6, 5
  129,99.6,99.6,99.6,96,6,4,2,58,58.1,5, 9,0,0,1,6,2,12, 5,2,0,2,0,3,6,1,6,2,6,6,2,99.6,30.5,99.6,25.4,30.0,28.5, 2,2,2,1,6,1,4,96,96,25.8,96, 32,99.6,0,0,0,5,2,3,2,6, 6
  130,99.6,99.6,99.6,96,6,0,0,36,36.5,3, 5,2,2,3,2,4, 3, 1,2,1,2,1,1,1,6,6,2,6,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,6,96,96,28.1, 5,  8,99.6,0,2,0,0,1,1,2,6, 2
  131,99.6,99.6,99.6,96,6,0,0,60,60.3,5,10,0,0,1,1,2, 2, 1,2,1,2,1,1,1,6,6,2,6,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,6,96,96,20.3,96, 40,99.6,0,0,0,4,2,3,1,6, 4
  132,99.6,99.6,99.6,96,6,0,0,66,66.1,6,11,0,0,1,1,2, 2, 1,2,1,1,2,1,1,6,6,2,6,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,6,96,96,27.8,96, 38,99.6,1,0,0,2,2,3,1,6, 3
  133,99.6,99.6,99.6,96,6,1,0,78,78.2,7,13,0,0,1,6,1, 1, 4,2,0,1,0,1,1,6,6,2,6,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,6,96,96,22.9,96, 55,99.6,0,0,0,3,2,3,1,6, 3
  134,99.6,99.6,99.6,96,6,0,0,33,33.9,2, 4,2,2,5,2,4, 3, 1,2,1,1,2,1,1,6,6,2,6,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,6,96,96,28.8, 2,  6,99.6,0,2,0,0,1,1,1,6, 2
  135,99.6,99.6,99.6,96,6,0,0,76,76.6,7,13,0,0,1,6,2,12, 6,2,0,2,0,1,2,6,6,2,6,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,4,96,96,99.6,96,996,99.6,6,6,6,6,6,6,6,6, 0
  136,99.6,99.6,99.6,96,6,0,0,74,74.8,6,12,0,0,1,6,1, 1, 6,2,0,2,0,3,6,2,2,7,6,6,2,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,6,96,96,18.0,96, 58,99.6,0,1,0,5,2,3,1,6, 7
  137,99.6,99.6,99.6,96,6,0,0,70,70.6,6,12,0,0,1,6,1, 1, 3,2,0,2,0,1,1,6,6,2,6,1,1,99.6,99.6,51.1,20.8,29.2,99.6, 1,6,1,3,6,2,4,96,96,21.6,96, 49,99.6,0,0,0,4,2,3,1,6, 4
  138,99.6,99.6,99.6,96,6,0,1,27,27.8,2, 3,0,0,1,1,2, 2, 2,2,2,1,2,1,1,6,6,2,6,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,6,96,96,99.6,96,996,99.6,6,6,6,6,6,6,6,6, 0
  139,99.6,99.6,99.6,96,6,1,0,80,80.0,7,14,0,0,1,6,1, 1, 4,2,0,1,0,1,1,6,6,2,6,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,6,96,96,23.5,96, 57,99.6,0,0,0,1,2,3,1,6, 5
  140,99.6,99.6,99.6,96,6,1,2,39,39.6,3, 5,2,2,3,4,4, 3, 2,2,2,1,2,1,1,6,6,2,6,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,6,96,35,31.5,96,  8,99.6,0,1,1,0,1,2,1,4, 2
  141,99.6,99.6,99.6,96,6,0,0,30,30.8,2, 4,1,1,2,2,3, 3, 1,2,1,1,2,1,1,6,6,2,6,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,6,96,96,28.8, 2,  2,99.6,0,1,0,0,1,1,1,6, 1
  142,99.6,99.6,99.6,96,6,1,0,69,69.6,6,11,0,0,1,1,2, 2, 1,2,1,1,2,1,1,6,6,2,6,1,1,99.6,36.5,99.6,30.4,99.7,34.5, 1,6,1,1,1,6,6,96,96,33.8,96, 36,99.6,0,0,0,1,2,3,2,6, 1
  143,99.6,99.6,99.6,96,6,0,0,56,56.3,5, 9,0,0,1,1,2, 2, 1,2,1,2,1,1,1,6,6,2,6,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,6,97,16,32.8,96, 24,99.6,0,0,0,2,2,3,2,6, 2
  144,99.6,99.6,99.6,96,6,0,0,76,76.8,7,13,0,0,1,6,1, 1, 3,2,0,2,0,1,1,6,6,2,6,1,1,99.6,99.6,68.8,17.4,25.3,99.6, 1,6,1,3,6,2,4,96,96,20.1,96, 56,99.6,0,0,0,2,2,3,1,6, 2
  145,99.6,99.6,99.6,96,6,1,0,30,30.9,2, 4,0,0,1,6,1, 1, 4,2,0,1,0,1,1,6,6,2,6,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,6,96,96,99.6,96,996,99.6,6,6,6,6,6,6,6,6, 0
  146,99.6,99.6,99.6,96,6,0,0,80,80.0,7,14,0,0,1,1,5,12, 1,1,1,1,2,1,1,6,6,2,6,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,6,96,96,31.2,96, 50,99.6,0,1,0,1,1,1,2,6, 2
  147,99.6,99.6,99.6,96,6,0,0,33,33.3,2, 4,1,1,2,2,3, 3, 1,2,1,2,1,1,1,6,6,2,6,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,6,26,25,31.1, 2,  2,99.6,0,1,0,0,1,1,2,6, 1
  148,99.6,99.6,99.6,96,6,1,0,63,63.8,5,10,0,0,1,6,1, 1, 5,2,0,2,0,1,1,6,6,2,6,1,1,99.6,43.6,99.6,21.0,21.3,42.2, 1,6,1,1,6,2,4,96,96,28.1,96, 35,99.6,0,0,0,2,2,3,1,6, 2
  149,99.6,99.6,99.6,96,6,0,1,56,57.0,5, 9,0,0,1,1,2, 2, 2,2,2,2,1,1,1,6,6,2,6,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,6,96,96,99.6,96,996,99.6,6,6,6,6,6,6,6,6, 0
  150,99.6,99.6,99.6,96,6,0,0,41,41.3,3, 6,0,0,1,2,3,10, 6,2,0,2,0,1,1,6,6,2,6,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,3,96,96,99.6,96,996,99.6,6,6,6,6,6,6,6,6, 0
  151,99.6,99.6,99.6,96,6,0,0,18,18.3,1, 1,3,0,1,2,6,10, 6,2,0,2,0,1,1,6,6,2,6,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,6,96,96,99.6,96,996,99.6,6,6,6,6,6,6,6,6, 0
  152,99.6,99.6,99.6,96,6,1,1,40,40.4,3, 6,1,1,2,2,3, 3, 1,2,1,1,2,1,1,6,6,2,6,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,6,96,96,38.5, 2,  2,99.6,0,1,0,0,1,1,1,6, 1
  153,99.6,99.6,99.6,96,6,0,1,48,48.9,4, 7,0,0,1,1,2, 2, 2,2,2,2,1,1,1,6,6,2,6,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,6,96,96,99.6,96,996,99.6,6,6,6,6,6,6,6,6, 0
  154,99.6,99.6,99.6,96,6,0,0,65,65.3,6,11,0,0,1,1,2, 2, 1,2,1,2,1,1,1,6,6,2,6,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,6,96,96,99.6,96,996,99.6,6,6,6,6,6,6,6,6, 0
  155,99.6,99.6,99.6,96,6,0,0,29,29.7,2, 3,0,0,1,6,1, 1, 1,2,0,1,0,1,1,6,6,2,6,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,6,96,96,99.6,96,996,99.6,6,6,6,6,6,6,6,6, 0
  156,99.6,99.6,99.6,96,6,2,2,33,33.1,2, 4,0,0,1,5,3,11, 6,2,0,1,0,1,2,6,6,1,2,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,2,97, 3,99.6,96,996,99.6,6,6,6,6,6,6,6,6, 0
  157,99.6,99.6,99.6,96,6,1,1,25,25.8,2, 3,0,0,1,6,1, 1, 6,2,0,2,0,1,1,6,6,2,6,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,3,96,96,99.6,96,996,99.6,6,6,6,6,6,6,6,6, 0
  158,99.6,99.6,99.6,96,6,1,1,39,39.3,3, 5,3,4,6,3,6, 3, 2,2,2,2,1,1,1,6,6,2,6,1,1,99.6,39.1,99.6,19.5,23.4,32.4, 1,2,1,1,6,2,6,96,96,25.8,96, 14,99.6,0,2,2,0,1,1,2,6, 4
  159,99.6,99.6,99.6,96,6,0,0,69,69.9,6,11,0,0,1,6,1, 1, 6,2,0,2,0,1,1,6,6,2,6,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,4,96,96,99.6,96,996,99.6,6,6,6,6,6,6,6,6, 0
  160,99.6,99.6,99.6,96,6,0,0,67,67.1,6,11,0,0,1,1,2, 2, 1,2,1,2,1,1,1,6,6,2,6,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,6,96,96,19.8,96, 47,99.6,1,0,0,3,2,3,2,6, 4
  161,99.6,99.6,99.6,96,6,0,0,31,31.8,2, 4,0,0,1,6,1, 1, 6,2,0,2,0,1,1,6,6,1,1,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,2,96,96,99.6,96,996,99.6,6,6,6,6,6,6,6,6, 0
  162,99.6,99.6,99.6,96,6,1,0,61,61.1,5,10,0,1,4,2,3, 3, 1,2,1,2,1,1,1,6,6,2,6,1,1,29.3,37.3,99.6,31.3,33.2,37.0, 1,1,2,1,1,6,6,96,96,35.5,96,995,99.6,1,1,0,0,3,4,2,6, 2
  163,99.6,99.6,99.6,96,6,1,0,65,65.6,6,11,0,0,1,6,1, 1, 5,2,0,2,0,1,1,6,6,2,6,1,1,99.6,38.8,99.6,22.4,25.5,37.4, 1,6,1,1,6,2,3,96,96,31.5,96, 34,99.6,0,0,0,1,2,3,1,6, 1
  164,99.6,99.6,99.6,96,6,1,0,58,59.0,5, 9,0,0,1,6,1, 1, 5,2,0,1,0,1,1,6,6,2,6,1,1,99.6,48.3,99.6,22.7,21.5,46.4, 1,6,1,1,6,2,6,96,35,26.7,96, 32,99.6,0,0,0,2,2,3,2,6, 2
  165,99.6,99.6,99.6,96,6,0,0,63,63.3,5,10,0,0,1,1,2, 2, 1,2,1,2,1,1,1,6,6,2,6,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,6,96,26,99.6,96,996,99.6,6,6,6,6,6,6,6,6, 0
  166,99.6,99.6,99.6,96,6,0,1,43,43.9,3, 6,0,0,1,1,2, 2, 2,2,2,1,2,1,1,6,6,2,6,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,6,96,96,99.6,96,996,99.6,6,6,6,6,6,6,6,6, 0
  167,99.6,99.6,99.6,96,6,0,0,51,51.3,4, 8,0,0,1,1,2, 2, 1,2,1,2,1,1,1,6,6,2,6,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,6,96,96,18.0,96, 36,99.6,0,0,0,4,2,3,1,6, 4
  168,99.6,99.6,99.6,96,6,0,0,52,52.9,4, 8,0,0,1,1,2, 2, 1,2,1,2,1,1,1,6,6,2,6,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,6,96,96,28.3,96, 24,99.6,0,0,0,1,2,3,1,6, 1
  169,99.6,99.6,99.6,96,6,0,0,40,40.6,3, 6,1,1,2,2,3, 3, 1,2,1,2,1,1,1,6,6,2,6,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,6,96,96,38.9, 1,  1,99.6,0,1,0,0,1,1,2,6, 1
  170,99.6,99.6,99.6,96,6,0,0,76,76.6,7,13,0,0,1,6,1, 1, 3,2,0,2,0,1,1,6,6,2,6,1,1,99.6,99.6,61.8,18.0,20.7,99.6, 1,6,1,3,6,2,4,96,96,19.3,96, 57,99.6,0,0,0,2,2,3,2,6, 2
  171,99.6,99.6,99.6,96,6,0,0,16,16.7,1, 1,1,0,1,2,4,10, 6,2,0,2,0,1,1,6,6,2,6,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,6,96,96,99.6,96,996,99.6,6,6,6,6,6,6,6,6, 0
  172,99.6,99.6,99.6,96,6,0,0,62,62.3,5,10,0,0,1,1,2, 2, 1,2,1,1,2,3,6,1,6,2,6,6,2,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,6,96,96,19.5,96, 43,99.6,0,0,0,2,2,3,2,6, 2
  173,99.6,99.6,99.6,96,6,0,0,57,57.2,5, 9,0,0,1,6,1, 1, 3,2,0,1,0,1,1,6,6,2,6,1,1,99.6,99.6,52.1,29.3,33.7,99.6, 1,6,2,3,6,2,2,96,18,99.6,96,996,99.6,6,6,6,6,6,6,6,6, 0
  174,99.6,99.6,99.6,96,6,0,0,80,80.0,7,14,0,0,1,6,1, 1, 3,2,0,1,0,1,1,6,6,2,6,1,1,99.6,99.6,79.5,22.8,19.5,99.6, 1,6,1,3,6,2,4,96,96,24.8,96, 60,99.6,1,0,0,5,2,3,1,6, 7
  175,99.7,99.7,99.7,98,7,4,5,69,69.2,6,11,0,0,1,6,1, 1, 5,2,0,1,0,1,1,6,6,2,6,1,1,99.6,99.7,99.6,19.8,19.5,22.5,98,2,1,1,6,2,4,96,96,18.0,96, 52,99.6,1,0,0,4,2,3,1,6, 5
  176,99.6,99.6,99.6,96,6,0,0,64,64.9,5,10,0,0,1,6,1, 1, 6,2,0,2,0,1,1,6,6,2,6,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,4,96,96,99.6,96,996,99.6,6,6,6,6,6,6,6,6, 0
  177,99.6,99.6,99.6,96,6,0,0,70,70.6,6,12,0,0,1,6,1, 1, 3,2,0,1,0,1,2,6,6,2,6,1,1,99.6,99.6,55.3,24.7,24.1,99.6, 1,6,1,3,6,2,4,96,96,99.6,96, 44,29.1,0,0,0,2,2,3,2,6, 2
  178,99.6,99.6,99.6,96,6,0,0,73,73.4,6,12,0,0,1,1,2, 2, 1,2,1,2,1,1,1,6,6,2,6,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,6,96,96,18.0,96, 58,99.6,0,0,0,2,2,3,1,6, 2
  179,99.6,99.6,99.6,96,6,0,0,80,80.0,7,14,0,0,1,1,2, 2, 1,2,1,1,2,1,1,6,6,2,6,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,6,96,96,25.3,96, 60,99.6,0,0,0,4,2,3,2,6, 4
  180,99.6,99.6,99.6,96,6,1,0,67,67.4,6,11,0,0,1,6,1, 1, 5,2,0,2,0,1,1,6,6,2,6,1,1,99.6,60.0,99.6,18.8,21.6,47.5, 1,6,1,1,6,2,4,96,96,19.5,96, 48,99.6,1,0,0,2,2,3,1,6, 3
  181,99.6,99.6,99.6,96,6,0,0,61,61.8,5,10,0,0,1,1,2, 2, 1,2,1,2,1,1,1,6,6,2,6,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,6,96,96,26.0,96, 36,99.6,0,0,0,1,2,3,2,6, 1
  182,99.6,99.6,99.6,96,6,0,0,67,67.4,6,11,0,0,1,6,1, 1, 3,2,0,1,0,1,1,6,6,2,6,1,1,99.6,99.6,58.3,22.4,21.3,99.6, 1,6,1,3,6,2,6,96,96,28.0,96, 39,99.6,0,0,0,3,2,3,1,6, 3
  183,99.6,99.6,99.6,96,6,0,0,47,47.3,4, 7,0,0,1,6,1, 1, 6,2,0,1,0,1,1,6,6,7,6,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,4,96,96,99.6,96,996,99.6,6,6,6,6,6,6,6,6, 0
  184,99.6,99.6,99.6,96,6,0,0,52,52.6,4, 8,0,0,1,6,1, 1, 6,2,0,2,0,1,1,6,6,2,6,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,3,96,96,99.6,96,996,99.6,6,6,6,6,6,6,6,6, 0
