CASEID,acu3c,aprcu3c,asepcu3c,cu3rnkc,cu3_190,nsepevr,totclwc,agec,agedc,agegr10,agegr5,chh0014c,chrinhdc,chrtime6,famtype,hsdsizec,livarr12,marstat,multigen,prtypec,sex,sexpr,gu_110,gu_120,gu_130c,gu_150c,gu_170,gu_180,gu_190,gu_210,aclma1c,adivma1c,adthma1c,agema1c,aprma1c,asepma1c,ma1rnkc,ma1_150,ma1_165,ma1_170,ma1_220,ma1_230,wevermar,apardivc,aparsepc,achb1c,achdmpl,achd_1c,achj1c,chddecc,chdinftc,chdinptc,chdoutc,hhdchd1,hhdsta1,rci10_1,rci65_1,totchdc
16815,99.6,99.6,99.6,96,6,0,0,17,17.4,1, 1,1,0,1,2,5,10, 6,2,0,2,0,1,1,6,6,2,6,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,6,96,96,99.6,96,996,99.6,6,6,6,6,6,6,6,6, 0
16816,99.6,99.6,99.6,96,6,0,0,29,29.1,2, 3,0,0,1,6,1, 1, 6,2,0,2,0,1,1,6,6,2,6,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,3,96,96,99.6,96,996,99.6,6,6,6,6,6,6,6,6, 0
16817,99.6,99.6,99.6,96,6,0,0,80,80.0,7,14,0,1,1,5,2, 8, 3,2,0,2,0,1,2,6,6,2,6,1,1,99.6,99.6,63.6,23.3,25.8,99.6, 1,6,1,3,6,2,4,96,96,26.2,96, 60,99.6,0,1,0,4,2,3,2,6, 5
16818,99.6,99.6,99.6,96,6,0,0,55,55.1,5, 9,0,1,1,2,3, 3, 1,2,1,2,1,1,1,6,6,2,6,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,6,96,96,30.2,96, 25,99.6,0,1,0,2,2,3,1,6, 3
16819,99.6,99.6,99.6,96,6,0,0,65,65.1,6,11,0,0,1,6,1, 1, 6,2,0,1,0,2,1,6,6,2,6,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,4,96,96,99.6,96,996,99.6,6,6,6,6,6,6,6,6, 0
16820,99.6,99.6,99.6,96,6,0,0,56,56.8,5, 9,0,0,1,1,2, 2, 1,2,1,1,2,1,1,6,6,2,6,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,6,96,96,22.5,96, 35,99.6,0,0,0,2,2,3,2,6, 2
16821,99.6,99.6,99.6,96,6,0,0,50,50.6,4, 8,0,0,1,6,1, 1, 6,2,0,1,0,1,1,6,6,2,6,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,3,96,96,99.6,96,996,99.6,6,6,6,6,6,6,6,6, 0
16822,99.6,99.6,99.6,96,6,0,0,40,40.8,3, 6,2,2,3,2,4, 3, 1,2,1,2,1,1,1,6,6,2,6,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,6,13,12,18.2,96, 23,99.6,0,2,0,1,2,3,2,6, 3
16823,99.6,99.6,99.6,96,6,0,0,72,72.6,6,12,0,0,1,6,1, 1, 3,2,0,2,0,1,1,6,6,2,6,1,1,99.6,99.6,58.3,22.3,25.3,99.6, 1,6,1,3,6,2,6,96,96,27.2,96, 45,99.6,0,0,0,2,2,3,1,6, 2
16824,99.6,99.6,99.6,96,6,1,1,68,68.8,6,11,0,0,1,6,1, 1, 6,2,0,1,0,1,1,6,6,2,6,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,4,96,96,99.6,96,996,99.6,6,6,6,6,6,6,6,6, 0
16825,99.6,99.6,99.6,96,6,0,0,32,33.0,2, 4,1,1,4,5,2, 7, 6,2,0,2,0,1,2,6,6,1,1,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,4,96, 2,19.2,96, 14,99.6,0,1,0,0,1,1,2,6, 1
16826,99.6,99.6,99.6,96,6,0,0,80,80.0,7,14,0,0,1,1,2, 2, 1,2,1,2,1,1,1,6,6,2,6,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,6,96,96,18.0,96, 60,99.6,7,7,7,7,2,3,2,6, 7
16827,99.6,99.6,99.6,96,6,1,1,47,47.8,4, 7,0,0,1,1,2, 2, 1,2,1,2,1,1,1,6,6,2,6,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,6,96,96,99.6,96,996,99.6,6,6,6,6,6,6,6,6, 0
16828,99.6,99.6,99.6,96,6,0,0,19,19.6,1, 1,0,0,1,2,3,10, 6,2,0,1,0,1,1,6,6,2,6,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,6,96,96,99.6,96,996,99.6,6,6,6,6,6,6,6,6, 0
16829,99.6,99.6,99.6,96,6,0,0,64,64.8,5,10,0,0,1,1,2, 2, 1,2,1,1,2,1,1,6,6,2,6,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,6,96,96,28.0,96, 37,99.6,0,0,0,2,2,3,1,6, 2
16830,99.6,99.6,99.6,96,6,1,1,76,76.9,7,13,0,0,1,1,2, 2, 1,2,1,1,2,1,1,6,6,7,6,1,1,99.7,99.6,52.8,32.5,28.5,99.6, 2,1,1,3,1,6,6,96,96,99.6,96, 55,33.9,0,0,0,5,2,3,1,6, 5
16831,99.6,99.6,99.6,96,6,2,0,53,53.3,4, 8,1,1,3,5,2, 7, 5,2,0,2,0,1,1,6,6,2,6,1,1,31.5,35.5,99.6,32.5,33.5,35.5, 1,1,2,1,6,1,2,96,96,44.6,96,  8,99.6,0,1,0,0,1,1,2,6, 1
16832,99.6,99.6,99.6,96,6,0,0,63,63.3,5,10,0,0,1,1,2, 2, 1,2,1,2,1,1,1,6,6,2,6,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,6,96,29,99.6,96, 43,39.3,0,0,0,3,2,3,1,6, 3
16833,99.6,99.6,99.6,96,6,0,0,80,80.0,7,14,0,0,1,6,1, 1, 3,2,0,2,0,1,1,6,6,2,6,1,1,99.6,99.6,78.5,22.5,35.3,99.6, 1,6,1,3,6,2,3,96,96,25.7,96, 55,99.6,0,0,0,2,2,3,1,6, 2
16834,99.6,99.6,99.6,96,6,0,0,79,79.8,7,13,0,0,1,1,2, 2, 1,2,1,2,1,1,1,6,6,2,6,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,6,96,96,25.4,96, 55,99.6,0,0,0,3,2,3,2,6, 3
16835,99.6,99.6,99.6,96,6,0,1,33,33.2,2, 4,1,1,2,2,3, 3, 2,2,2,2,1,1,1,6,6,2,6,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,6,96,96,32.0, 1,  1,99.6,0,1,0,0,1,1,2,6, 1
16836,99.7,99.7,99.7,98,2,3,5,52,52.6,4, 8,0,0,1,1,2, 2, 1,2,1,1,2,1,1,6,6,2,6,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,6,12,96,99.6,96,996,99.6,6,6,6,6,6,6,6,6, 0
16837,99.6,99.6,99.6,96,6,0,0,40,40.1,3, 6,2,2,6,2,4, 3, 1,2,1,2,1,1,1,6,6,2,6,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,6,96,96,25.7,96, 14,99.6,0,2,0,0,1,1,1,6, 2
16838,99.6,99.6,99.6,96,6,0,0,55,55.2,5, 9,1,3,6,2,5, 3, 1,2,1,1,2,1,1,6,6,2,6,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,6,96,96,37.2,96, 18,99.6,0,3,0,0,1,1,1,6, 3
16839,99.6,99.6,99.6,96,6,1,0,61,61.1,5,10,0,0,1,6,1, 1, 5,2,0,2,0,1,1,6,6,2,6,1,1,34.4,51.7,99.6,35.4,41.5,41.7, 1,1,2,1,6,2,3,96,96,99.6,96,996,99.6,6,6,6,6,6,6,6,6, 0
16840,99.6,99.6,99.6,96,6,0,0,80,80.0,7,14,0,0,1,6,1, 1, 3,2,0,1,0,1,1,6,6,2,6,1,1,99.6,99.6,66.9,22.3,33.9,99.6, 1,6,2,3,6,1,4,96,96,99.6,96,996,99.6,6,6,6,6,6,6,6,6, 0
16841,99.6,99.6,99.6,96,6,0,0,61,61.3,5,10,0,0,1,1,2, 2, 1,2,1,1,2,1,1,6,6,2,6,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,6,96,96,23.3,96, 38,99.6,0,0,0,2,2,3,1,6, 2
16842,99.6,99.6,99.6,96,6,1,2,40,40.1,3, 6,2,2,3,2,4, 3, 2,2,2,1,2,1,1,6,6,2,6,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,6,96,96,30.1,96, 10,99.6,0,2,0,0,1,1,1,6, 2
16843,99.6,99.6,99.6,96,6,0,0,80,80.0,7,14,0,0,1,6,1, 1, 1,2,0,2,0,1,1,6,6,2,6,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,6,96,96,22.7,96, 60,99.6,0,0,0,2,2,3,2,6, 2
16844,99.6,99.6,99.6,96,6,0,0,48,48.4,4, 7,0,3,4,2,5, 3, 1,2,1,2,1,1,1,6,6,2,6,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,6,96,96,28.4,96, 20,99.6,0,3,0,0,1,1,1,6, 3
16845,99.6,99.6,99.6,96,6,0,0,30,30.3,2, 4,0,0,1,1,4, 6, 1,2,1,1,2,1,1,6,6,2,6,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,6,23,22,99.6,96,996,99.6,6,6,6,6,6,6,6,6, 0
16846,99.6,99.6,99.6,96,6,0,0,56,56.8,5, 9,0,2,4,2,4, 3, 1,2,1,1,2,1,1,6,6,2,6,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,6,96,96,99.6,96, 18,39.2,0,2,0,0,1,1,2,6, 2
16847,99.6,99.6,99.6,96,6,2,1,60,60.1,5,10,0,0,1,1,2, 2, 1,2,1,2,1,1,1,6,6,2,6,1,1,30.5,52.8,99.6,32.5,36.9,32.5, 2,1,2,1,1,6,6,20,20,18.0,96, 43,99.6,0,0,0,2,2,3,2,6, 2
16848,99.6,99.6,99.6,96,6,1,1,65,65.4,6,11,0,0,1,1,2, 2, 2,2,2,1,2,1,1,6,6,2,6,1,1,99.6,30.5,99.6,25.5,20.5,28.3, 1,2,1,1,6,2,6,96,96,27.3,96, 38,99.6,0,0,0,2,2,3,2,6, 2
16849,99.6,99.6,99.6,96,6,0,0,19,19.3,1, 1,0,0,1,5,3,11, 6,2,0,2,0,1,1,6,6,1,2,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,6,96,96,99.6,96,996,99.6,6,6,6,6,6,6,6,6, 0
16850,99.6,99.6,99.6,96,6,2,1,60,60.2,5,10,0,0,1,1,2, 2, 1,2,1,1,2,1,1,6,6,2,6,1,1,99.6,30.1,99.6,20.2,18.4,26.8, 1,2,1,1,1,6,6,96,96,22.9,96, 37,99.6,0,0,0,3,2,3,1,6, 3
16851,99.6,99.6,99.6,96,6,0,0,80,80.0,7,14,0,0,1,6,1, 1, 3,2,0,2,0,1,2,6,6,2,6,1,1,99.6,99.6,79.8,19.1,19.7,99.6, 1,6,1,3,6,2,4,96,96,20.0,96, 60,99.6,0,0,0,2,2,3,2,6, 2
16852,99.6,99.6,99.6,96,6,0,0,63,63.3,5,10,0,0,1,1,2, 2, 1,2,1,2,1,1,1,6,6,2,6,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,6,96,96,99.6,96,996,99.6,6,6,6,6,6,6,6,6, 0
16853,99.6,99.6,99.6,96,6,0,0,26,26.8,2, 3,0,0,1,6,2,12, 6,2,0,2,0,1,1,6,6,2,6,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,2,15,14,99.6,96,996,99.6,6,6,6,6,6,6,6,6, 0
16854,99.6,99.6,99.6,96,6,0,0,48,48.8,4, 7,0,2,4,2,4, 3, 1,2,1,1,2,1,1,6,6,2,6,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,6,96,96,30.8,96, 18,99.6,0,2,0,0,1,1,1,6, 2
16855,99.6,99.6,99.6,96,6,1,0,74,75.0,6,12,0,0,1,6,1, 1, 5,2,0,1,0,1,2,6,6,2,6,1,1,99.6,52.9,99.6,24.9,19.5,25.5, 1,6,2,1,6,2,3,96,96,99.6,96,996,99.6,6,6,6,6,6,6,6,6, 0
16856,99.6,99.6,99.6,96,6,0,0,42,42.9,3, 6,0,0,1,6,1, 1, 6,2,0,2,0,1,1,6,6,2,6,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,6,96,96,99.6,96,996,99.6,6,6,6,6,6,6,6,6, 0
16857,99.6,99.6,99.6,96,6,1,1,24,25.0,1, 2,0,0,1,6,1, 1, 6,2,0,1,0,1,1,6,6,1,1,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,3,96,24,99.6,96,996,99.6,6,6,6,6,6,6,6,6, 0
16858,99.6,99.6,99.6,96,6,1,1,32,32.5,2, 4,0,0,1,6,1, 1, 6,2,0,1,0,1,2,6,6,2,6,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,1,11,11,99.6,96,996,99.6,6,6,6,6,6,6,6,6, 0
16859,99.6,99.6,99.6,96,6,0,0,60,60.4,5,10,0,0,1,1,2, 2, 1,2,1,2,1,1,1,6,6,2,6,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,6,96,96,27.0,96, 34,99.6,0,0,0,2,2,3,1,6, 2
16860,99.6,99.6,99.6,96,6,0,1,23,23.1,1, 2,0,0,1,1,2, 2, 2,2,2,1,2,1,1,6,6,1,1,2,2,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,6,96,13,99.6,96,996,99.6,6,6,6,6,6,6,6,6, 0
16861,99.6,99.6,99.6,96,6,1,0,53,53.0,4, 8,0,1,1,5,2, 7, 5,2,0,2,0,2,1,6,6,2,6,1,1,99.6,34.5,99.6,20.0,22.1,31.5, 1,6,1,1,6,2,4,96,96,29.5,96, 24,99.6,0,1,0,0,1,1,2,6, 1
16862,99.6,99.6,99.6,96,6,0,0,61,61.8,5,10,0,0,1,6,1, 1, 1,2,0,1,0,1,1,6,6,1,2,3,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,6,96,96,18.0,96, 44,99.6,0,0,0,3,2,3,1,6, 3
16863,99.6,99.6,99.6,96,6,0,0,48,48.6,4, 7,1,1,3,2,3, 3, 1,2,1,2,1,1,1,6,6,2,6,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,6,96,96,35.9,96, 13,99.6,0,1,0,0,1,1,1,6, 1
16864,99.6,99.6,99.6,96,6,1,1,64,64.9,5,10,0,0,1,6,1, 1, 6,2,0,1,0,1,1,6,6,2,6,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,3,96,27,99.6,96,996,99.6,6,6,6,6,6,6,6,6, 0
16865,99.6,99.6,99.6,96,6,0,0,46,46.3,4, 7,0,0,1,1,2, 2, 1,2,1,2,1,1,1,6,6,2,6,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,6,96,96,99.6,96,996,99.6,6,6,6,6,6,6,6,6, 0
16866,99.6,99.6,99.6,96,6,1,0,76,76.8,7,13,0,0,1,6,1, 1, 5,2,0,2,0,1,1,6,6,2,6,1,1,99.6,55.6,99.6,17.4,21.8,55.4, 1,6,1,1,6,2,4,96,96,18.0,96, 59,99.6,0,0,0,5,2,3,1,6, 5
16867,99.6,99.6,99.6,96,6,2,1,49,50.0,4, 7,0,0,1,6,1, 1, 5,2,0,1,0,1,1,6,6,2,6,1,1,19.5,43.5,99.6,30.6,28.9,43.2, 1,1,1,1,6,2,6,27,27,31.6,96, 19,99.6,0,0,1,1,2,2,1,1, 2
16868,99.6,99.6,99.6,96,6,1,1,66,66.0,6,11,0,0,1,6,1, 1, 1,2,0,2,0,1,1,6,6,2,6,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,6,96,96,99.6,96, 54,33.5,0,0,0,4,2,3,2,6, 4
16869,99.6,99.6,99.6,96,6,0,0,80,80.0,7,14,0,0,1,6,1, 1, 3,2,0,2,0,1,1,6,6,2,6,1,1,99.6,99.6,80.0,23.8,24.7,99.6, 1,6,1,3,6,2,4,96,96,24.7,96, 60,99.6,0,0,1,3,1,2,2,6, 4
16870,99.6,99.6,99.6,96,6,1,1,37,38.0,3, 5,2,2,2,2,4, 3, 1,2,1,1,2,1,1,6,6,1,1,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,6,96,96,34.2, 1,  4,99.6,0,2,0,0,1,1,2,6, 2
16871,99.6,99.6,99.6,96,6,1,0,69,69.8,6,11,0,0,1,1,2, 2, 1,2,1,1,2,1,1,6,6,2,6,1,1,99.6,29.5,99.6,22.5,22.5,26.5, 1,2,2,1,1,6,6,96,96,38.1,96, 32,99.6,0,0,0,2,2,3,2,6, 2
16872,99.6,99.6,99.6,96,6,1,2,33,33.9,2, 4,1,1,2,2,3, 3, 2,2,2,2,1,1,2,6,6,2,6,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,6, 8,96,32.8, 1,  1,99.6,0,1,0,0,1,1,1,6, 1
16873,99.6,99.6,99.6,96,6,0,0,28,28.5,2, 3,0,0,1,6,2,12, 6,2,0,1,0,1,1,6,6,2,6,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,6,96,96,99.6,96,996,99.6,6,6,6,6,6,6,6,6, 0
16874,99.6,99.6,99.6,96,6,0,0,23,23.3,1, 2,0,0,1,6,2,12, 6,2,0,2,0,3,6,1,6,2,6,6,2,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,5,96,96,99.6,96,996,99.6,6,6,6,6,6,6,6,6, 0
16875,99.6,99.6,99.6,96,6,0,0,37,37.5,3, 5,1,1,2,2,3, 3, 1,2,1,2,1,1,1,6,6,2,6,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,6,96,96,36.3, 1,  1,99.6,0,1,0,0,1,1,2,6, 1
16876,99.6,99.6,99.6,96,6,0,1,26,26.3,2, 3,0,0,1,1,2, 2, 2,2,2,2,1,1,1,6,6,1,1,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,6,96,96,99.6,96,996,99.6,6,6,6,6,6,6,6,6, 0
16877,99.6,99.6,99.6,96,6,0,0,33,33.2,2, 4,0,0,1,6,1, 1, 6,2,0,2,0,1,1,6,6,1,1,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,3,96,96,99.6,96,996,99.6,6,6,6,6,6,6,6,6, 0
16878,99.6,99.6,99.6,96,6,1,0,61,61.3,5,10,0,1,1,2,3, 4, 1,2,1,2,1,1,1,6,6,2,6,1,1,99.6,27.5,99.6,18.5,21.5,27.3, 1,2,1,1,1,6,6,96,96,19.3,96, 42,99.6,0,1,0,1,2,3,2,6, 2
16879,99.6,99.6,99.6,96,6,0,0,38,38.8,3, 5,2,2,2,2,4, 3, 1,2,1,2,1,1,1,6,6,2,6,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,6,96,96,34.9, 1,  4,99.6,0,2,0,0,1,1,1,6, 2
16880,99.6,99.6,99.6,96,6,0,0,44,44.2,3, 6,2,3,6,2,5, 3, 1,2,1,1,2,1,1,6,6,2,6,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,6,96,96,27.1,96, 17,99.6,0,3,0,0,1,1,2,6, 3
16881,99.6,99.6,99.6,96,6,0,0,27,28.0,2, 3,0,0,1,6,1, 1, 6,2,0,1,0,1,1,6,6,2,6,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,2,20,19,99.6,96,996,99.6,6,6,6,6,6,6,6,6, 0
16882,99.6,99.6,99.6,96,6,2,1,52,52.6,4, 8,0,0,1,6,1, 1, 5,2,0,1,0,1,1,6,6,2,6,1,1,26.5,49.5,99.6,26.5,21.5,46.3, 1,1,1,1,6,2,5,96,96,99.6,96, 25,27.6,0,0,0,2,2,3,2,6, 2
16883,99.6,99.6,99.6,96,6,1,2,61,61.0,5,10,0,0,1,1,2, 2, 2,2,2,2,1,1,1,6,6,2,6,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,6,96,96,99.6,96,996,99.6,6,6,6,6,6,6,6,6, 0
16884,99.6,99.6,99.6,96,6,1,0,61,61.6,5,10,0,0,1,1,2, 2, 1,2,1,1,2,1,1,6,6,2,6,1,1,99.6,99.8,99.6,99.7,99.8,99.8,98,6,1,1,1,6,6,96,96,99.6,96, 40,99.7,0,0,0,3,2,3,2,6, 3
16885,99.6,99.6,99.6,96,6,0,0,78,78.5,7,13,0,0,1,1,2, 2, 1,2,1,2,1,1,1,6,6,2,6,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,6,96,96,20.5,96,995,99.6,1,0,0,5,3,4,1,6, 7
16886,99.6,99.6,99.6,96,6,0,0,80,80.0,7,14,0,0,1,6,1, 1, 3,2,0,1,0,1,1,6,6,2,6,1,1,99.6,99.6,70.2,25.5,99.7,99.6, 1,6,1,3,6,2,4,96,96,26.3,96, 59,99.6,0,0,0,4,2,3,2,6, 4
16887,99.6,99.6,99.6,96,6,1,1,58,58.8,5, 9,0,0,1,1,2, 2, 1,2,1,2,1,1,1,6,6,2,6,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,6,96,96,20.2,96, 39,99.6,0,0,0,4,2,3,2,6, 4
16888,99.6,99.6,99.6,96,6,0,0,29,29.3,2, 3,0,0,1,1,2, 2, 1,2,1,1,2,1,1,6,6,2,6,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,6,96,96,99.6,96,996,99.6,6,6,6,6,6,6,6,6, 0
16889,99.6,99.6,99.6,96,6,0,0,38,38.0,3, 5,2,2,3,2,4, 3, 1,2,1,2,1,1,1,6,6,2,6,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,6,96,96,26.2,96, 12,99.6,0,2,0,0,1,1,2,6, 2
16890,99.6,99.6,99.6,96,6,1,2,37,37.3,3, 5,0,0,1,1,2, 2, 2,2,2,1,2,3,6,1,6,7,6,6,2,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,6,96,96,99.6,96,996,99.6,6,6,6,6,6,6,6,6, 0
16891,99.6,99.6,99.6,96,6,0,0,45,45.8,4, 7,1,1,2,2,3, 3, 1,2,1,1,2,1,1,6,6,2,6,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,6,96,96,43.3, 3,  3,99.6,0,1,0,0,1,1,1,6, 1
16892,99.6,99.6,99.6,96,6,0,0,56,56.6,5, 9,0,0,1,1,3, 6, 1,2,1,1,2,1,1,6,6,2,6,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,6,96,96,99.6,96, 32,99.7,0,0,0,2,2,3,2,6, 2
16893,99.6,99.6,99.6,96,6,0,0,80,80.0,7,14,0,0,1,1,2, 2, 1,2,1,2,1,1,1,6,6,2,6,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,6,96,96,20.5,96, 60,99.6,0,0,0,5,2,3,1,6, 7
16894,99.6,99.6,99.6,96,6,0,0,37,37.3,3, 5,0,0,1,6,1, 1, 6,2,0,2,0,1,1,6,6,2,6,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,4,96,96,99.6,96,996,99.6,6,6,6,6,6,6,6,6, 0
16895,99.6,99.6,99.6,96,6,0,0,31,31.9,2, 4,0,0,1,6,1, 1, 6,2,0,1,0,1,1,6,6,2,6,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,5,96,96,99.6,96,996,99.6,6,6,6,6,6,6,6,6, 0
16896,99.6,99.6,99.6,96,6,0,0,18,18.3,1, 1,0,0,1,5,2,11, 6,2,0,1,0,1,2,6,6,2,6,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,6,97,14,99.6,96,996,99.6,6,6,6,6,6,6,6,6, 0
16897,99.6,99.6,99.6,96,6,0,0,46,46.9,4, 7,2,3,6,2,5, 3, 1,2,1,2,1,1,1,6,6,2,6,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,6,96,96,31.3,96, 16,99.6,0,3,0,0,1,1,2,6, 3
16898,99.6,99.6,99.6,96,6,0,0,73,73.9,6,12,0,0,1,1,2, 2, 1,2,1,1,2,1,1,6,6,2,6,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,6,96,96,20.3,96, 54,99.6,0,0,0,2,2,3,2,6, 2
16899,99.6,99.6,99.6,96,6,0,0,32,32.4,2, 4,2,2,3,2,4, 3, 1,2,1,2,1,1,1,6,6,2,6,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,6,96,96,21.8,96, 11,99.6,0,2,0,0,1,1,2,6, 2
16900,99.6,99.6,99.6,96,6,0,0,35,35.2,3, 5,0,0,1,1,2, 2, 1,2,1,1,2,1,1,6,6,1,1,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,6,96,96,99.6,96,996,99.6,6,6,6,6,6,6,6,6, 0
16901,99.6,99.6,99.6,96,6,0,0,52,53.0,4, 8,0,0,1,1,2, 2, 1,2,1,2,1,1,1,6,6,2,6,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,6,96,96,29.0,96, 24,99.6,0,0,0,3,2,3,2,6, 3
16902,99.6,99.6,99.6,96,6,0,0,22,22.3,1, 2,0,0,1,6,2,12, 6,2,0,2,0,1,1,6,6,2,6,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,6,96,96,99.6,96,996,99.6,6,6,6,6,6,6,6,6, 0
16903,99.6,99.6,99.6,96,6,1,2,30,30.9,2, 4,0,0,1,1,2, 2, 2,2,2,2,1,1,1,6,6,1,3,2,2,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,6,96,96,99.6,96,996,99.6,6,6,6,6,6,6,6,6, 0
16904,99.6,99.6,99.6,96,6,0,0,52,52.9,4, 8,0,2,1,2,4, 3, 1,2,1,1,2,1,1,6,6,2,6,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,6,20,15,26.1,96, 26,99.6,0,1,0,1,2,3,2,6, 2
16905,99.6,99.6,99.6,96,6,0,0,59,59.5,5, 9,0,0,1,1,2, 2, 1,2,1,1,2,1,1,6,6,2,6,1,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,6,96,96,23.2,96, 37,99.6,0,0,0,2,2,3,2,6, 2
16906,99.6,99.6,99.6,96,6,0,0,47,47.4,4, 7,0,0,1,1,2, 2, 1,2,1,2,1,3,6,1,6,1,1,6,1,99.6,99.6,99.6,99.6,99.6,99.6,96,6,6,6,6,6,6,96,96,24.5,96, 23,99.6,0,0,1,1,2,3,1,6, 2
